,year,month,weekday,demand_national,renewable,wind,solar,Q1,Bank Holiday,af,rain,sun,tavg,demand_yoy_var,demand_1yr_var,demand_2yr_var
2017-01-31,2017.0,1.0,0.5806451612903226,37050.409946236556,5770.441532258064,4660.389784946236,389.4361559139785,1.0,0.0967741935483871,1.7766296070377154,-0.4672952476037995,-1.1553463463360645,-1.2249681021907068,3203347.2700092886,14769152.393481793,11565805.123472504
2017-02-28,2017.0,2.0,0.5714285714285714,35068.30877976191,7183.9233630952385,5944.21875,553.8266369047619,1.0,0.0,0.18199742728474952,-0.2533754477083721,-1.1765369787343223,-0.8841754943874134,4998702.99722874,14124670.735292114,9125967.738063375
2017-03-31,2017.0,3.0,0.5814266487213997,32089.731493943473,7052.942126514132,5051.331090174966,1168.9764468371468,1.0,0.12920592193808883,-0.1286599162046845,-0.017133581736900588,-0.06750691048129565,-0.4175692526445925,4702661.471685674,13318374.901302267,8615713.429616593
2017-04-30,2017.0,4.0,0.5333333333333333,28454.92361111111,6450.152083333333,4385.871527777777,1814.3590277777778,0.0,0.5,-0.34218374208529834,-1.6710333293342035,0.7858700628476403,-0.26338667350386186,5363426.948970595,13949204.356450617,8585777.407480022
2017-05-31,2017.0,5.0,0.6129032258064516,27604.02889784946,5798.840053763441,3717.019489247312,1921.6841397849462,0.0,0.45161290322580644,-0.6378321163815328,-0.9312015189712259,1.3499252493339682,0.6511161050636756,4758547.131645324,14108499.621953946,9349952.490308622
2017-06-30,2017.0,6.0,0.5666666666666667,26416.974305555555,6693.250694444445,4537.139583333334,1954.1243055555556,0.0,0.0,-0.7528064841634018,0.285557767970204,0.7407945670714366,1.245091740735599,5674320.65238782,15288897.87983101,9614577.22744319
2017-07-31,2017.0,7.0,0.5483870967741935,26255.08938172043,5711.422715053764,3609.9529569892475,1879.317876344086,0.0,0.0,-0.7610189390049639,0.2463908094386257,0.8826600809097203,1.4028052186352769,5258759.572944408,15868232.692450179,10609473.11950577
2017-08-31,2017.0,8.0,0.6129032258064516,26137.77889784946,5701.44623655914,3646.605510752688,1711.184811827957,0.0,0.22580645161290322,-0.7610189390049639,0.0608903066307552,0.7459097234611993,1.2623539124460113,4657713.937954567,16326303.682052376,11668589.744097808
2017-09-30,2017.0,9.0,0.5333333333333333,27977.70902777778,6347.2236111111115,4680.14375,1255.1451388888888,0.0,0.0,-0.7445940293218397,0.5762613414512845,-0.27943162511902697,0.7825440033134076,4057773.3248886187,16447986.207519704,12390212.882631086
2017-10-31,2017.0,10.0,0.5798657718120805,29180.887919463086,8155.846979865772,6853.640268456375,777.5214765100671,0.0,0.0,-0.6378321163815328,-0.20924803004878445,-0.8554361397900097,0.437692891189484,4359190.293116299,16627101.871254425,12267911.578138126
2017-11-30,2017.0,11.0,0.6,33752.220138888886,7748.513888888889,6620.910416666667,582.3673611111111,0.0,0.0,0.16698845809154989,0.10718792515884785,-0.9530905186442078,-0.7879213002498073,2218049.240170479,15320802.820392104,13102753.580221625
2017-12-31,2017.0,12.0,0.5161290322580645,34789.646505376346,7828.846774193548,6958.815188172043,333.76344086021504,0.0,0.12903225806451613,1.4988220829145296,0.5077449997456479,-1.3265536396169542,-1.127685753625208,1597364.9427917358,15413490.68666051,13816125.743868774
2018-01-31,2018.0,1.0,0.6129032258064516,35372.9751344086,8792.057123655914,7937.930107526881,398.9092741935484,1.0,0.0967741935483871,0.8106750048112252,0.9362616736990897,-1.2530778637715925,-1.1213950719282317,-1150042.1647781376,13619110.228703655,14769152.393481793
